id,text,created_at,public_metrics,in_reply_to_user_id,context_annotations
1644215832510185473,@ellagirwin I should emphasize that someone really has to go over-the-top by repeatedly harassing the same account with no provocation to get their post bounced. This is not a hair-trigger situation.,2023-04-07 05:49:37+00:00,"{'retweet_count': 830, 'reply_count': 1282, 'like_count': 7514, 'quote_count': 93, 'impression_count': 803086}",18988705,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644213281295302659,@EstesRockets 🔥🔥,2023-04-07 05:39:28+00:00,"{'retweet_count': 60, 'reply_count': 112, 'like_count': 762, 'quote_count': 10, 'impression_count': 51104}",996900373439823872,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644201831944404992,@PatrickJBlum These are great,2023-04-07 04:53:59+00:00,"{'retweet_count': 253, 'reply_count': 401, 'like_count': 3627, 'quote_count': 25, 'impression_count': 358585}",903273533647851520,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644199998496677889,@ZubyMusic True,2023-04-07 04:46:42+00:00,"{'retweet_count': 305, 'reply_count': 159, 'like_count': 5455, 'quote_count': 17, 'impression_count': 134042}",57441414,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644197970416394242,@EvaFoxU fazedarrayftw,2023-04-07 04:38:38+00:00,"{'retweet_count': 164, 'reply_count': 325, 'like_count': 2351, 'quote_count': 14, 'impression_count': 326199}",959471389282578432,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644191817561153544,@CBCNews 🤔,2023-04-07 04:14:11+00:00,"{'retweet_count': 1223, 'reply_count': 2800, 'like_count': 21713, 'quote_count': 151, 'impression_count': 1805975}",6433472,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Brand :\n CBC', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644190200522833920,@MiamiHerald Very misleading headline,2023-04-07 04:07:46+00:00,"{'retweet_count': 2464, 'reply_count': 1438, 'like_count': 38448, 'quote_count': 97, 'impression_count': 1484621}",14085040,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644188721585979393,@KanekoaTheGreat 🙈,2023-04-07 04:01:53+00:00,"{'retweet_count': 1007, 'reply_count': 678, 'like_count': 13791, 'quote_count': 47, 'impression_count': 926330}",1085225533623783424,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644186903002902531,@ZubyMusic @stillgray But awesome for trolling,2023-04-07 03:54:39+00:00,"{'retweet_count': 219, 'reply_count': 301, 'like_count': 4359, 'quote_count': 31, 'impression_count': 147754}",57441414,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644182116790411264,@ZubyMusic 💯,2023-04-07 03:35:38+00:00,"{'retweet_count': 211, 'reply_count': 208, 'like_count': 4625, 'quote_count': 11, 'impression_count': 320499}",57441414,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644180666236502025,@terrybythebay @TitterDaily Who … me? ☺️ 🧌,2023-04-07 03:29:52+00:00,"{'retweet_count': 68, 'reply_count': 138, 'like_count': 1183, 'quote_count': 13, 'impression_count': 44447}",1311033428201086976,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644180434492825600,@wongmjane Not a bad suggestion. Will consider.,2023-04-07 03:28:57+00:00,"{'retweet_count': 312, 'reply_count': 329, 'like_count': 5789, 'quote_count': 19, 'impression_count': 580271}",337119125,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644174878382215170,"@TitterDaily Yeah, you can totally delete things from the Internet – that works perfectly and doesn’t draw attention to whatever you were trying to hide at all",2023-04-07 03:06:52+00:00,"{'retweet_count': 12235, 'reply_count': 3394, 'like_count': 114352, 'quote_count': 521, 'impression_count': 4585382}",752567226,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644103811160522758,@cb_doge 🤣,2023-04-06 22:24:29+00:00,"{'retweet_count': 1683, 'reply_count': 1539, 'like_count': 77859, 'quote_count': 107, 'impression_count': 6131155}",1389913567671975937,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644103766059151361,@EndWokeness !,2023-04-06 22:24:18+00:00,"{'retweet_count': 1734, 'reply_count': 1358, 'like_count': 26210, 'quote_count': 78, 'impression_count': 1552923}",1552795969959636992,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644099976979513348,@StephenKing Oh stop with the compliments! 😊,2023-04-06 22:09:15+00:00,"{'retweet_count': 4380, 'reply_count': 3445, 'like_count': 88537, 'quote_count': 268, 'impression_count': 5532080}",2233154425,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Person :\n Stephen King', 'Entertainment Personality :\n Stephen King', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Stephen King', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644099071378968576,@greg_price11 !,2023-04-06 22:05:39+00:00,"{'retweet_count': 599, 'reply_count': 542, 'like_count': 7986, 'quote_count': 42, 'impression_count': 693341}",896466491587080194,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644094552876232707,@dkavranoglu @daveg !,2023-04-06 21:47:41+00:00,"{'retweet_count': 57, 'reply_count': 102, 'like_count': 895, 'quote_count': 9, 'impression_count': 54549}",200895896,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644075355945222177,"@DirtyTesLa We are gradually reducing it, proportionate to improved safety",2023-04-06 20:31:24+00:00,"{'retweet_count': 237, 'reply_count': 402, 'like_count': 3266, 'quote_count': 36, 'impression_count': 632915}",1118594454515003393,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644074075961151490,@GRDecter Any highly successful investor with a long track record would do a good job – the job is essentially fund management at scale,2023-04-06 20:26:19+00:00,"{'retweet_count': 197, 'reply_count': 196, 'like_count': 2801, 'quote_count': 18, 'impression_count': 159473}",44196397,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644071931803746304,@GRDecter Probably Buffett. He could do it using less than an hour’s time per week.,2023-04-06 20:17:48+00:00,"{'retweet_count': 349, 'reply_count': 245, 'like_count': 5230, 'quote_count': 43, 'impression_count': 243471}",1281457267582177280,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644071359503376385,"@cb_doge Actually, will add this app to my name in the meantime",2023-04-06 20:15:32+00:00,"{'retweet_count': 198, 'reply_count': 344, 'like_count': 3284, 'quote_count': 31, 'impression_count': 203365}",44196397,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644070874906083330,@KanekoaTheGreat Is this real?,2023-04-06 20:13:36+00:00,"{'retweet_count': 3901, 'reply_count': 3610, 'like_count': 34596, 'quote_count': 208, 'impression_count': 6480126}",1085225533623783424,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644070756265934848,@MuskUniversity 2008 was hell,2023-04-06 20:13:08+00:00,"{'retweet_count': 811, 'reply_count': 1680, 'like_count': 14042, 'quote_count': 120, 'impression_count': 1068402}",1495956968640421893,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644063600040988683,@cb_doge As soon as we finish functionality for multi-org affiliation,2023-04-06 19:44:42+00:00,"{'retweet_count': 903, 'reply_count': 799, 'like_count': 21982, 'quote_count': 83, 'impression_count': 3599713}",1389913567671975937,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644061965285838848,"@RubinReport @ChristinaPushaw @MiamiHerald If they’re misleading the public, @CommunityNotes will correct them",2023-04-06 19:38:12+00:00,"{'retweet_count': 401, 'reply_count': 249, 'like_count': 5860, 'quote_count': 25, 'impression_count': 160852}",18379614,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644059981698809856,"@TitterDaily Almost all major organizations are in process of rolling out affiliate badges. 

This is very important for protecting users against sophisticated impersonation scams.",2023-04-06 19:30:19+00:00,"{'retweet_count': 747, 'reply_count': 730, 'like_count': 8840, 'quote_count': 55, 'impression_count': 892674}",752567226,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644058272847089684,@NASAWebb Best pic of Uranus ever,2023-04-06 19:23:32+00:00,"{'retweet_count': 1365, 'reply_count': 2946, 'like_count': 24986, 'quote_count': 197, 'impression_count': 3158263}",29472803,"['Entities [Entity Service] :\n Aerospace', 'Business Taxonomy :\n Automotive, Aircraft & Boat Business', 'Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Brand :\n NASA', 'Entities [Entity Service] :\n Science', 'Interests and Hobbies Category :\n Space', 'Unified Twitter Taxonomy :\n Space', 'Unified Twitter Taxonomy :\n Science', 'Unified Twitter Taxonomy :\n NASA', 'Unified Twitter Taxonomy :\n Space agencies & companies', 'Unified Twitter Taxonomy :\n Space telescopes', 'Unified Twitter Taxonomy :\n Solar System', 'Unified Twitter Taxonomy :\n James Webb Space Telescope', 'Fields of study :\n Science', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644057997923045395,@GRDecter 🎯,2023-04-06 19:22:26+00:00,"{'retweet_count': 511, 'reply_count': 279, 'like_count': 11228, 'quote_count': 18, 'impression_count': 609100}",1281457267582177280,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644057465372266514,@cb_doge Fact check: correct,2023-04-06 19:20:19+00:00,"{'retweet_count': 1162, 'reply_count': 841, 'like_count': 33203, 'quote_count': 50, 'impression_count': 1359034}",1389913567671975937,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644057181833109504,@NASA @NASAWebb Good one 🤣🤣,2023-04-06 19:19:11+00:00,"{'retweet_count': 412, 'reply_count': 500, 'like_count': 7033, 'quote_count': 36, 'impression_count': 846446}",11348282,"['Entities [Entity Service] :\n Aerospace', 'Business Taxonomy :\n Automotive, Aircraft & Boat Business', 'Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Brand :\n NASA', 'Entities [Entity Service] :\n Science', 'Interests and Hobbies Category :\n Space', 'Unified Twitter Taxonomy :\n Space', 'Unified Twitter Taxonomy :\n Science', 'Unified Twitter Taxonomy :\n NASA', 'Unified Twitter Taxonomy :\n Space agencies & companies', 'Unified Twitter Taxonomy :\n Space telescopes', 'Unified Twitter Taxonomy :\n James Webb Space Telescope', 'Fields of study :\n Science', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644037828865671168,@SciGuySpace They need to make reusable rockets,2023-04-06 18:02:17+00:00,"{'retweet_count': 349, 'reply_count': 658, 'like_count': 4643, 'quote_count': 35, 'impression_count': 614264}",15726728,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644037469816385540,@DrJimFan Yup,2023-04-06 18:00:52+00:00,"{'retweet_count': 117, 'reply_count': 154, 'like_count': 1740, 'quote_count': 15, 'impression_count': 446949}",1007413134,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
1644037304942489601,@cb_doge Cool,2023-04-06 18:00:12+00:00,"{'retweet_count': 1176, 'reply_count': 1057, 'like_count': 20350, 'quote_count': 60, 'impression_count': 1248609}",1389913567671975937,"['Business Taxonomy :\n Financial Services Business', 'Business Taxonomy :\n Technology Business', 'Person :\n Elon Musk', 'Interests and Hobbies Vertical :\n Business & finance', 'Interests and Hobbies Category :\n Leadership', 'Unified Twitter Taxonomy :\n Elon Musk', 'Unified Twitter Taxonomy :\n Tech personalities', 'Unified Twitter Taxonomy :\n Business personalities']"
